"Item Number","Category","Vendor Number","Pack","Bottle Volume (ml)","State Bottle Retail","County","Store Number","City","Bottles Sold","Popularity"
14524,1012100,"380",48,200,2.51,18,25,22,1070,"Unpopular"
14525,1012100,"380",48,200,2.51,20,23,22,699,"Unpopular"
14530,1012100,"380",12,50,6.9,45,73,53,445,"Unpopular"
14531,1012100,"380",48,200,2.51,12,12,12,450,"Unpopular"
14532,1012100,"380",12,750,12.51,50,96,64,1213,"Unpopular"
14540,1012100,"421",6,750,13.98,28,73,42,736,"Unpopular"
14806,1012100,"282",12,750,20.25,13,16,15,91,"Unpopular"
15178,1011600,"214",1,50,215.73,13,29,21,31,"Unpopular"
15179,1701100,"214",12,375,30,25,46,34,224,"Unpopular"
15180,1011600,"214",6,750,58.76,71,263,113,5475,"Unpopular"
15181,1011600,"214",4,50,107.87,32,64,42,227,"Unpopular"
15187,1011600,"214",6,750,37.5,71,243,102,6564,"Unpopular"
15192,1701100,"214",6,750,54.75,51,122,70,427,"Unpopular"
15204,1701100,"214",6,750,54.75,25,56,36,262,"Unpopular"
15241,1012100,"065",12,500,8.1,37,56,43,321,"Unpopular"
15244,1012100,"065",24,375,4.34,68,221,102,13565,"Unpopular"
15246,1012100,"065",12,750,7.01,94,401,171,29042,"Popular"
15247,1012100,"065",12,1000,9.44,97,295,171,39371,"Popular"
15248,1012100,"065",6,1750,14.25,115,797,232,240298,"Popular"
15258,1012100,"322",6,1750,14.25,43,73,57,890,"Unpopular"
15296,1012100,"065",12,750,7.01,69,222,113,22987,"Unpopular"
15298,1701100,"322",12,750,7.01,19,21,19,238,"Unpopular"
15320,1701100,"214",3,750,187.5,44,154,72,719,"Unpopular"
15492,1012400,"130",12,750,23.76,29,68,39,718,"Unpopular"
15495,1012400,"130",6,750,25.4,24,46,31,235,"Unpopular"
15500,1012400,"130",6,750,25.4,22,49,28,285,"Unpopular"
15505,1012400,"130",6,750,25.4,23,47,31,258,"Unpopular"
15526,1012400,"395",12,750,31.35,62,201,89,3499,"Unpopular"
15535,1012400,"163",6,750,18.75,12,22,17,119,"Unpopular"
15542,1011200,"395",12,750,21,27,55,33,655,"Unpopular"
15557,1012400,"380",12,50,9.98,41,79,54,612,"Unpopular"
15560,1012400,"091",6,750,14.99,17,29,22,825,"Unpopular"
15582,1012400,"380",12,750,15.11,79,190,99,32460,"Popular"
15592,1012400,"322",6,750,22.5,50,167,74,3025,"Unpopular"
15604,1012400,"380",12,750,19.17,52,143,72,3724,"Unpopular"
15606,1012400,"370",6,750,52.47,52,155,73,3490,"Unpopular"
15616,1012400,"130",6,750,37.58,11,17,13,110,"Unpopular"
15617,1012400,"130",6,750,26.31,10,17,12,165,"Unpopular"
15621,1012400,"370",10,600,17.82,96,655,185,20078,"Unpopular"
15622,1012400,"370",24,200,5.24,53,211,73,25099,"Popular"
15626,1012400,"370",12,750,23.99,127,1787,408,404260,"Popular"
15627,1012400,"370",12,1000,29.22,106,487,219,355267,"Popular"
15628,1012400,"370",6,1750,47.22,97,515,162,67380,"Popular"
15636,1012400,"163",6,750,37.5,17,29,24,144,"Unpopular"
15639,1012400,"370",3,750,149.99,43,129,66,280,"Unpopular"
15641,1012400,"370",24,375,9.74,30,74,41,1568,"Unpopular"
15642,1701100,"370",10,50,11.88,42,80,53,377,"Unpopular"
15644,1012400,"370",24,375,10.11,101,749,167,90771,"Popular"
15646,1012400,"370",6,750,149.93,23,51,32,181,"Unpopular"
15648,1012400,"370",12,750,27.74,75,308,104,10610,"Unpopular"
15653,1012400,"370",24,375,9.74,28,73,43,1346,"Unpopular"
15658,1012400,"370",12,750,27.74,80,338,118,18414,"Unpopular"
15660,1012400,"370",6,750,74.96,13,28,16,78,"Unpopular"
15667,1012400,"370",12,750,31.47,80,392,129,24903,"Popular"
15677,1012400,"370",12,1000,24.74,55,165,81,10329,"Unpopular"
15719,1701100,"065",6,750,29.99,5,7,6,19,"Unpopular"
15727,1701100,"370",10,50,11.88,47,83,55,470,"Unpopular"
15739,1012400,"065",12,750,15.74,78,288,117,16849,"Unpopular"
15763,1012400,"421",12,750,15,19,48,26,1126,"Unpopular"
15776,1012400,"395",12,750,21,91,384,140,18330,"Unpopular"
15777,1012400,"395",12,1000,25.88,48,100,62,5907,"Unpopular"
15779,1012400,"370",12,375,9.74,44,111,65,2715,"Unpopular"
15818,1012400,"421",12,750,15,47,115,58,8544,"Unpopular"
15830,1012400,"395",12,750,21,90,418,142,27539,"Popular"
15832,1011100,"395",6,1750,35.04,40,100,56,1478,"Unpopular"
15856,1012400,"370",6,750,50.22,76,286,112,10561,"Unpopular"
15865,1012400,"395",6,750,22.5,46,151,66,2993,"Unpopular"
15866,1012400,"395",12,750,22.5,57,143,75,4612,"Unpopular"
15870,1012400,"085",6,750,22.49,39,110,56,2404,"Unpopular"
15884,1012400,"035",6,750,27.99,52,184,74,5589,"Unpopular"
15888,1012400,"434",6,750,32.25,39,110,57,3063,"Unpopular"
15890,1012400,"434",6,750,24,49,140,74,6686,"Unpopular"
15895,1012400,"322",6,750,26.25,41,112,59,1587,"Unpopular"
15911,1701100,"240",12,750,22.5,30,84,43,1136,"Unpopular"
15913,1012400,"240",6,750,24.75,32,85,45,1284,"Unpopular"
15919,1012400,"240",12,375,9.63,29,85,39,4844,"Unpopular"
15933,1012400,"130",6,750,30.06,43,116,64,2739,"Unpopular"
15940,1012400,"240",12,750,22.5,94,452,151,46275,"Popular"
15945,1012400,"240",6,1750,45,15,39,25,530,"Unpopular"
15958,1092100,"368",6,750,49.01,7,11,10,58,"Unpopular"
15982,1011100,"065",6,750,31.49,59,262,86,17452,"Unpopular"
15991,1092100,"368",12,750,43.76,12,22,18,68,"Unpopular"
15993,1092100,"368",12,750,37.5,12,23,18,73,"Unpopular"
15994,1092100,"368",12,750,40.62,15,23,20,81,"Unpopular"
15995,1011100,"100",12,750,37.56,30,66,42,603,"Unpopular"
16026,1011100,"338",6,750,34.73,33,105,50,1054,"Unpopular"
16048,1092100,"368",12,750,45,11,21,18,77,"Unpopular"
16050,1701100,"125",6,750,37.5,36,110,57,2730,"Unpopular"
16086,1701100,"421",12,1000,18.75,55,144,79,659,"Unpopular"
16096,1011500,"259",12,750,14.88,87,368,154,23939,"Unpopular"
16098,1011500,"259",6,1750,24,15,24,22,155,"Unpopular"
16120,1011100,"545",12,750,42,30,84,46,712,"Unpopular"
16142,1012300,"268",6,750,48,1,1,1,6,"Unpopular"
16182,1012300,"268",6,750,59.55,3,3,3,14,"Unpopular"
16369,1701100,"259",3,750,63.75,8,10,8,27,"Unpopular"
16372,1700000,"259",3,750,67.5,13,30,21,30,"Unpopular"
16396,1011200,"085",12,750,17.7,80,318,113,27568,"Popular"
16416,1011500,"065",12,750,20.25,79,294,120,11309,"Unpopular"
16466,1700000,"055",6,750,30,51,157,74,304,"Unpopular"
16502,1011200,"342",12,750,18.75,17,32,23,198,"Unpopular"
16516,1011200,"421",12,750,9.24,101,388,160,21018,"Unpopular"
16517,1011200,"421",12,1000,11.25,80,235,128,11764,"Unpopular"
16518,1011200,"421",6,1750,17.7,107,435,181,40550,"Popular"
16562,1011200,"035",6,750,36.75,83,357,128,18512,"Unpopular"
16580,1011200,"065",6,750,45,37,98,61,1444,"Unpopular"
16673,1011200,"065",12,375,16.43,40,109,55,2756,"Unpopular"
16676,1011200,"065",6,750,31.5,94,616,160,83646,"Popular"
16679,1701100,"065",6,750,52.5,67,210,100,3321,"Unpopular"
16682,1011200,"065",6,1750,60,36,122,58,1266,"Unpopular"
16685,1011200,"065",6,750,37.5,44,131,70,1950,"Unpopular"
16796,1011200,"115",6,750,40.43,44,132,67,1002,"Unpopular"
16799,1011200,"115",6,750,48.51,43,110,63,1123,"Unpopular"
16814,1011200,"978",6,750,42.51,73,282,116,4136,"Unpopular"
16829,1011200,"492",6,750,22.5,28,52,36,242,"Unpopular"
16835,1011200,"492",6,750,30,25,37,30,155,"Unpopular"
16841,1011200,"421",6,750,90,35,60,43,60,"Unpopular"
16843,1011200,"492",6,750,15.03,47,125,73,1302,"Unpopular"
16846,1011500,"492",6,750,18.8,49,110,65,1159,"Unpopular"
16850,1011200,"421",6,750,43.13,111,720,230,31817,"Popular"
16853,1011200,"492",6,750,18.75,31,62,41,400,"Unpopular"
16906,1701100,"065",6,750,60,81,312,120,3817,"Unpopular"
16916,1011200,"164",6,750,51.63,43,111,65,481,"Unpopular"
16987,1011200,"434",12,1000,7.05,60,162,89,10385,"Unpopular"
16988,1011200,"434",6,1750,14.51,54,120,76,7623,"Unpopular"
17022,1701100,"421",6,750,37.5,40,102,57,120,"Unpopular"
17062,1011600,"118",6,750,35.01,39,89,58,513,"Unpopular"
17085,1011200,"260",12,375,11.24,54,149,74,7447,"Unpopular"
17086,1011200,"260",12,750,24,118,1119,268,159133,"Popular"
17087,1011200,"260",12,1000,29.99,50,120,75,20323,"Unpopular"
17088,1011200,"260",6,1750,41.25,64,214,97,29604,"Popular"
17090,1011200,"260",12,750,34.5,70,327,122,8020,"Unpopular"
17092,1011200,"260",6,750,37.49,62,223,97,3199,"Unpopular"
17127,1011200,"259",12,1000,7.5,87,268,124,58932,"Popular"
17186,1011500,"492",6,750,89.48,51,172,80,1383,"Unpopular"
17196,1011300,"706",12,750,132,16,38,27,115,"Unpopular"
17205,1011200,"125",12,200,9,24,54,40,1196,"Unpopular"
17206,1011200,"125",6,750,27.15,117,1049,296,223145,"Popular"
17215,1011100,"338",6,750,52.14,14,26,19,125,"Unpopular"
17260,1011200,"661",6,750,35,26,66,43,307,"Unpopular"
17505,1701100,"513",12,375,9.57,3,3,3,8,"Unpopular"
17509,1011200,"513",6,750,15.96,32,69,42,1878,"Unpopular"
17520,1011200,"305",6,750,30,48,168,76,2923,"Unpopular"
17531,1011600,"229",6,750,22.5,26,66,45,365,"Unpopular"
17544,1701100,"305",6,750,50.01,12,22,18,119,"Unpopular"
17566,1011200,"434",6,750,22.5,48,141,72,2797,"Unpopular"
17630,1011200,"434",6,750,33.75,39,117,59,541,"Unpopular"
17632,1011200,"434",6,750,37.5,35,100,58,489,"Unpopular"
17658,1011200,"645",12,375,22.5,12,20,16,505,"Unpopular"
17659,1011200,"645",12,750,30,50,127,76,807,"Unpopular"
17766,1011300,"421",6,750,25.74,99,576,182,27645,"Popular"
17826,1011200,"085",12,750,10.53,81,269,115,8815,"Unpopular"
17830,1011200,"085",6,1750,19.83,68,184,91,8896,"Unpopular"
17913,1700000,"259",6,750,41.25,58,205,93,1298,"Unpopular"
17914,1701100,"259",3,750,44.88,61,182,92,2075,"Unpopular"
17915,1011200,"259",12,375,12.75,48,146,71,3323,"Unpopular"
17916,1011200,"259",12,750,22.46,98,606,173,90852,"Popular"
17917,1701100,"259",6,750,52.5,65,248,111,3067,"Unpopular"
17919,1701100,"259",6,1750,41.25,44,104,63,2453,"Unpopular"
17920,1011200,"259",3,750,112.5,71,278,114,618,"Unpopular"
17954,1011200,"259",24,375,6,18,39,20,734,"Unpopular"
17956,1011200,"259",12,750,11.61,123,1305,350,167580,"Popular"
17957,1011200,"259",12,1000,13.01,32,56,46,1814,"Unpopular"
17958,1011200,"259",6,1750,23.25,111,637,194,119153,"Popular"
18006,1011200,"421",12,750,19.5,114,757,228,124989,"Popular"
18046,1011200,"259",12,750,8.61,57,155,80,13428,"Unpopular"
18048,1011200,"259",6,1750,17.25,42,83,55,5791,"Unpopular"
18095,1011200,"259",6,750,16.5,50,145,83,1799,"Unpopular"
18096,1011600,"259",12,750,15.63,60,185,83,9455,"Unpopular"
18103,1011200,"259",6,1750,26.25,24,36,29,364,"Unpopular"
18116,1011200,"259",12,750,11.61,76,273,147,13145,"Unpopular"
18120,1011300,"259",6,750,23.21,64,208,92,8017,"Unpopular"
18196,1011200,"434",12,750,11.25,94,315,133,36051,"Popular"
18198,1011200,"434",6,1750,22.5,61,198,85,22583,"Unpopular"
18199,1011200,"434",12,750,12.75,20,25,21,617,"Unpopular"
18201,1011200,"434",6,750,20.25,59,191,87,2363,"Unpopular"
18286,1011200,"244",6,750,34.5,12,20,15,84,"Unpopular"
18290,1011200,"240",6,750,22.5,52,150,77,1957,"Unpopular"
18291,1701100,"240",1,50,48.6,12,18,14,25,"Unpopular"
18347,1011200,"184",5,50,44.78,42,94,59,311,"Unpopular"
18348,1011200,"184",6,750,22.76,96,504,158,42235,"Popular"
18350,1011300,"184",6,750,30.26,86,344,130,18001,"Unpopular"
18351,1011200,"184",6,1750,33.75,28,70,42,1265,"Unpopular"
18352,1011200,"184",12,750,17.76,90,438,137,59331,"Popular"
18358,1701100,"184",6,750,60,30,67,42,360,"Unpopular"
18376,1011200,"184",6,750,45,33,86,50,498,"Unpopular"
18407,1011200,"297",12,1000,9.62,47,107,65,3793,"Unpopular"
18408,1011200,"297",6,1750,16.65,51,119,66,4787,"Unpopular"
18412,1011200,"368",6,750,33.24,19,40,28,221,"Unpopular"
18604,1011200,"115",6,750,31.5,72,256,103,8287,"Unpopular"
18656,1011500,"259",6,750,37.25,43,96,60,96,"Unpopular"
18661,1011700,"240",6,750,37.59,45,150,67,2222,"Unpopular"
18672,1011200,"240",6,750,30,36,106,62,621,"Unpopular"
18856,1011200,"259",6,750,21.75,75,359,120,18224,"Unpopular"
18858,1011200,"259",6,1750,37.5,20,36,26,1477,"Unpopular"
18906,1011200,"538",6,750,24,21,35,26,238,"Unpopular"
18990,1011200,"886",6,750,24.5,59,193,95,2186,"Unpopular"
19006,1011200,"091",6,750,39.74,70,285,112,6725,"Unpopular"
19009,1011200,"091",6,750,26.43,75,280,112,11259,"Unpopular"
19017,1011200,"091",6,750,63.75,71,269,107,7183,"Unpopular"
19019,1011200,"294",12,750,14.28,69,170,104,3562,"Unpopular"
19021,1011200,"065",12,500,10.95,97,508,193,15791,"Unpopular"
19026,1011200,"065",12,750,22.61,106,579,176,27091,"Popular"
19028,1011200,"065",6,1750,33.75,42,99,57,3085,"Unpopular"
19029,1011200,"065",12,375,11.81,36,82,49,1234,"Unpopular"
19048,1011200,"065",12,750,22.61,68,190,95,4395,"Unpopular"
19060,1011200,"065",12,375,8.25,37,63,43,1225,"Unpopular"
19061,1011200,"065",12,500,8.1,126,1359,315,98528,"Popular"
19062,1011200,"065",48,100,1.88,58,216,79,76462,"Popular"
19063,1011200,"065",48,200,5.25,85,556,143,73187,"Popular"
19064,1011200,"065",24,375,8.25,126,1585,376,251005,"Popular"
19066,1011200,"065",12,750,15.75,128,1856,422,341133,"Popular"
19067,1011200,"065",12,1000,18.89,111,574,249,208810,"Popular"
19068,1011200,"065",6,1750,31.5,118,904,255,191878,"Popular"
19070,1011200,"065",6,1750,31.5,79,256,122,28640,"Popular"
19094,1701100,"065",12,750,15.75,88,383,153,24418,"Unpopular"
19096,1011200,"065",12,750,15.75,95,436,175,50872,"Popular"
19101,1701100,"065",12,750,15.75,46,88,59,1627,"Unpopular"
19112,1011200,"065",12,750,22.61,97,412,162,12979,"Unpopular"
19116,1011300,"065",6,750,29.12,63,210,91,2656,"Unpopular"
19118,1011200,"065",12,750,22.61,30,57,42,614,"Unpopular"
19224,1011200,"065",12,375,15,30,72,42,1184,"Unpopular"
19226,1011200,"065",6,750,30,109,675,186,63450,"Popular"
19227,1011200,"065",6,1000,37.01,55,113,79,3372,"Unpopular"
19228,1011200,"065",6,1750,50.25,42,97,53,7025,"Unpopular"
19235,1011300,"065",6,750,41,66,222,96,5254,"Unpopular"
19239,1701100,"065",6,750,52.5,34,89,52,603,"Unpopular"
19241,1701100,"065",6,750,37.5,31,67,45,492,"Unpopular"
19436,1011200,"492",6,750,21.8,30,57,43,350,"Unpopular"
19468,1011200,"421",12,750,15.36,33,82,47,1839,"Unpopular"
19471,1011200,"065",10,50,24.66,63,250,101,1921,"Unpopular"
19473,1011200,"065",24,200,7.5,34,88,45,2614,"Unpopular"
19475,1011200,"065",12,375,13.49,85,496,126,20398,"Unpopular"
19476,1011200,"065",12,750,26.25,119,1200,280,215515,"Popular"
19477,1011200,"065",12,1000,33.06,92,329,174,115255,"Popular"
19478,1011200,"065",6,1750,48.75,81,323,126,47016,"Popular"
19481,1011200,"065",6,750,47.25,72,260,112,5713,"Unpopular"
19485,1011200,"065",12,375,17.31,19,29,22,239,"Unpopular"
19486,1011200,"065",6,750,31.5,97,469,154,32208,"Popular"
19490,1701100,"065",6,750,30,58,191,90,1197,"Unpopular"
19492,1701100,"065",6,750,45,23,52,34,355,"Unpopular"
19494,1701100,"065",6,750,45,45,125,66,1302,"Unpopular"
19496,1011200,"065",6,750,45,53,174,87,591,"Unpopular"
19497,1701100,"065",6,750,45,30,70,41,1158,"Unpopular"
19498,1700000,"065",6,750,28.5,62,211,99,4021,"Unpopular"
19567,1701100,"065",12,750,27,27,45,35,395,"Unpopular"
19880,1011200,"287",6,750,33.63,79,304,121,7590,"Unpopular"
19905,1011200,"229",6,750,26.25,49,152,74,1455,"Unpopular"
20116,1011200,"065",12,750,20.76,56,154,85,1873,"Unpopular"
20158,1011200,"395",12,750,18.6,64,173,88,3840,"Unpopular"
20246,1011200,"065",12,750,8.25,83,300,132,17789,"Unpopular"
20247,1011200,"065",12,1000,7.5,79,221,129,37268,"Popular"
20248,1011200,"065",6,1750,15.75,110,572,189,91348,"Popular"
20286,1011200,"065",12,750,8.25,56,151,78,12536,"Unpopular"
20300,1011200,"536",6,750,56.25,50,176,80,1347,"Unpopular"
20305,1701100,"536",6,750,63.75,34,78,47,121,"Unpopular"
20318,1701100,"434",6,750,30,59,186,83,3561,"Unpopular"
20366,1011200,"085",12,750,16.38,80,292,113,40793,"Popular"
20368,1011200,"085",6,1750,30.41,37,81,51,3717,"Unpopular"
20369,1011200,"085",6,750,33.74,65,235,101,2778,"Unpopular"
20372,1011500,"085",6,750,37.47,38,89,53,768,"Unpopular"
20375,1011200,"085",6,750,41.22,68,232,101,3316,"Unpopular"
20380,1701100,"085",6,750,55.97,3,3,3,3,"Unpopular"
20536,1011200,"055",12,750,6.38,27,41,32,1737,"Unpopular"
20656,1011200,"231",6,750,37.5,11,14,14,34,"Unpopular"
20920,1701100,"065",12,750,16.5,67,211,101,8622,"Unpopular"
21075,1011200,"341",6,750,75,10,14,13,51,"Unpopular"
21100,1011200,"305",6,750,23.07,34,84,52,487,"Unpopular"
21181,1011200,"370",6,750,44.97,26,57,37,372,"Unpopular"
21184,1011200,"370",6,750,59.97,44,180,77,2539,"Unpopular"
21186,1011200,"370",6,750,44.97,27,61,39,384,"Unpopular"
21201,1011200,"434",12,500,6.99,20,34,28,254,"Unpopular"
21206,1011200,"434",12,750,12.75,82,268,114,30132,"Popular"
21208,1011200,"434",6,1750,22.5,20,48,32,1875,"Unpopular"
21212,1701100,"434",6,750,60,31,76,44,311,"Unpopular"
21215,1011200,"434",6,750,15,58,187,92,10894,"Unpopular"
21222,1011100,"978",12,750,18.63,44,110,65,1314,"Unpopular"
21226,1011100,"978",12,750,18.63,33,78,46,893,"Unpopular"
21228,1701100,"055",6,750,36,64,241,105,913,"Unpopular"
21236,1011200,"055",6,750,24.18,85,372,129,15223,"Unpopular"
21242,1011200,"055",6,750,28.5,47,144,73,204,"Unpopular"
21244,1701100,"055",6,750,31.5,43,103,58,294,"Unpopular"
21443,1701100,"055",6,750,37.5,37,102,57,102,"Unpopular"
21458,1011200,"626",6,750,21,42,143,73,945,"Unpopular"
21480,1011200,"421",12,750,9.57,59,198,86,20487,"Unpopular"
21540,1700000,"421",6,750,38.99,89,400,160,1186,"Unpopular"
21589,1700000,"421",6,750,50.01,78,303,137,450,"Unpopular"
21594,1011200,"055",24,375,4.44,62,199,99,10331,"Unpopular"
21595,1011200,"055",12,750,6.15,97,473,215,30222,"Popular"
21596,1011200,"055",12,750,6.15,105,539,212,44102,"Popular"
21597,1011200,"055",12,1000,7.41,102,324,182,96443,"Popular"
21598,1011200,"055",6,1750,13.86,116,797,236,166263,"Popular"
21600,1700000,"421",6,750,57,46,133,70,145,"Unpopular"
21602,1011200,"421",6,750,33,84,395,146,4573,"Unpopular"
21806,1701100,"421",12,750,11.25,36,85,50,93,"Unpopular"
21946,1701100,"619",6,750,45,63,214,99,655,"Unpopular"
21986,1011200,"421",12,750,13.5,92,485,184,1637,"Unpopular"
22102,1091100,"461",6,750,30,78,276,113,10867,"Unpopular"
22121,1011200,"461",12,750,17.1,91,333,139,19203,"Unpopular"
22123,1011200,"619",6,1750,30,16,22,20,314,"Unpopular"
22151,1011200,"461",12,500,18.68,92,501,155,11982,"Unpopular"
22154,1011200,"619",12,375,9.75,56,186,81,2861,"Unpopular"
22155,1011200,"461",12,375,9.75,89,462,145,26569,"Popular"
22156,1011200,"461",12,750,21,119,951,259,72266,"Popular"
22157,1011200,"461",12,1000,24.99,92,288,168,40913,"Popular"
22158,1011200,"461",6,1750,40.5,69,223,96,9426,"Unpopular"
22172,1701100,"619",6,750,45,57,191,88,1007,"Unpopular"
22175,1011200,"461",6,750,30,78,312,119,10513,"Unpopular"
22178,1011300,"461",6,750,46.5,51,199,88,2255,"Unpopular"
22199,1011500,"461",6,750,37.5,80,293,125,7135,"Unpopular"
22207,1011200,"085",6,1750,59.64,47,130,63,19054,"Unpopular"
22214,1011200,"085",12,375,16.92,50,129,65,5490,"Unpopular"
22215,1011200,"085",12,750,33.74,110,670,178,103034,"Popular"
22216,1011200,"085",6,750,33.74,88,316,123,9187,"Unpopular"
22217,1011200,"085",6,1000,39.74,53,120,81,9050,"Unpopular"
22219,1701100,"085",6,1000,39.74,53,115,76,764,"Unpopular"
22228,1011200,"085",6,750,45.74,86,392,138,23214,"Unpopular"
22241,1011300,"085",6,750,33.74,49,167,72,2655,"Unpopular"
22244,1011200,"434",6,750,30,82,300,126,10597,"Unpopular"
22253,1701100,"434",3,750,76.5,24,51,31,225,"Unpopular"
22258,1701100,"434",3,750,76.5,24,54,32,222,"Unpopular"
22265,1701100,"434",3,750,82.5,38,115,65,432,"Unpopular"
22271,1701100,"434",3,750,86.25,54,136,75,405,"Unpopular"
22783,1011100,"065",48,200,1.97,44,179,63,43678,"Popular"
22784,1011100,"065",24,375,3.14,64,297,89,81846,"Popular"
22786,1011100,"065",12,750,6,80,406,124,40476,"Popular"
22787,1011100,"065",12,1000,6.29,62,172,81,30819,"Popular"
22788,1011100,"065",6,1750,12,87,418,127,62527,"Popular"
22897,1011100,"492",6,750,15,32,63,45,476,"Unpopular"
23267,1011100,"434",12,1000,10.32,44,74,59,1187,"Unpopular"
23268,1011100,"434",6,1750,16.53,44,82,65,2038,"Unpopular"
23277,1011100,"434",12,1000,10.32,77,196,131,7972,"Unpopular"
23278,1011100,"434",6,1750,16.53,78,187,123,11750,"Unpopular"
23366,1011100,"803",12,1000,12.26,5,5,5,26,"Unpopular"
23514,1700000,"525",12,750,41.63,21,45,27,912,"Unpopular"
23536,1011100,"536",6,750,37.5,50,148,75,1312,"Unpopular"
23612,1011100,"244",6,750,33,9,10,10,46,"Unpopular"
23626,1011100,"297",12,750,5.25,67,292,101,91534,"Popular"
23708,1011100,"055",6,1750,11,64,146,89,16771,"Unpopular"
23823,1011100,"297",48,200,1.97,60,385,85,155170,"Popular"
23824,1011100,"297",24,375,3.14,80,536,126,276911,"Popular"
23826,1011100,"297",12,750,5.25,93,625,164,145973,"Popular"
23827,1011100,"297",12,1000,6.6,80,344,132,98294,"Popular"
23828,1011100,"297",6,1750,11.43,112,789,206,176533,"Popular"
23980,1011100,"229",12,750,5.25,11,23,14,384,"Unpopular"
23981,1011100,"229",12,1000,6.59,10,15,10,2843,"Unpopular"
23982,1011100,"229",6,1750,11,13,18,15,319,"Unpopular"
24156,1011100,"434",12,750,5.25,92,403,158,55939,"Popular"
24157,1011100,"434",12,1000,6.59,59,160,82,44722,"Popular"
24158,1011100,"434",6,1750,11.43,111,559,200,90099,"Popular"
24326,1701100,"370",6,750,29.99,30,84,49,102,"Unpopular"
24451,1011100,"065",12,500,8.1,63,327,96,9938,"Unpopular"
24453,1011100,"065",48,200,2.75,48,229,68,31703,"Popular"
24454,1011100,"065",24,375,4.73,84,447,141,56115,"Popular"
24456,1011100,"065",12,750,8.27,102,603,208,46902,"Popular"
